{{Base item
|rarity_id                               = normal
|name                                    = The Hook
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Every obsession began with a single, innocent taste.
|drop_level                              = 72
|tags                                    = corrupted_divination, gems_divination, gems_quality_divination, gems_levelled_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheHook
|stack_size                              = 8
|description                             = {{c|gem|Level 21 Gem}}<br>{{c|default|Alternate Quality:}} {{c|augmented|+23%}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
