{{Base item
|rarity_id                               = normal
|name                                    = The Progeny of Lunaris
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Born beneath silver light, bearing Lunaris' mark.<br>Conjuring all his might, the Prodigy turned light to dark.
|drop_level                              = 81
|tags                                    = shaper_divination, unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheProgenyOfLunaris
|stack_size                              = 2
|description                             = {{c|unique|{{il|html=|Dying Sun}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
