{{Base item
|rarity_id                               = normal
|name                                    = Reckless Ambition
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Why settle when more is never enough.
|drop_level                              = 54
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardRecklessAmbition
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Omeyocan}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
