{{Base item
|rarity_id                               = normal
|name                                    = The Chosen
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = They whose lives were given to clothe the Dark Dreamer... They were the lucky ones.
|drop_level                              = 80
|tags                                    = armour_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheChosen
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|Skin of the Lords}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
