{{Base item
|rarity_id                               = normal
|name                                    = Underground Forest
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "In the forest again... But at least I have these."
|drop_level                              = 80
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardUndergroundForest
|stack_size                              = 4
|description                             = {{c|currency|10x {{il|html=|Awakened Sextant}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
